reaction_id,reaction_name,full_reaction,glucose_pfba_flux,glucose_pfba_LB,glucose_pfba_UB,glucose_1_eflux2_flux,glucose_1_trans_LB,glucose_1_trans_UB,glucose_1_eflux2_LB,glucose_1_eflux2_UB,glucose_2_eflux2_flux,glucose_2_trans_LB,glucose_2_trans_UB,glucose_2_eflux2_LB,glucose_2_eflux2_UB,glucose_3_eflux2_flux,glucose_3_trans_LB,glucose_3_trans_UB,glucose_3_eflux2_LB,glucose_3_eflux2_UB
2OHPH_5tn,2 Octaprenyl 6 hydroxyphenol nuclear transport,2ohph_5[c] <=> 2ohph_5[n],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
2DHPtm,2 Dehydropantoate mitochondrial transport,2dhp[c] <=> 2dhp[m],0.0,0.0,9.600134609949,0.0,-inf,inf,0.0,2.4815291352695823,0.0,-inf,inf,0.0,2.5397531419910018,0.0,-inf,inf,0.0,3.9452041146911685
2DDA7Ptm,2 Dehydro 3 deoxy D arabino heptonate7 phohsphate mitochondrial transport via diffusion,2dda7p[c] <=> 2dda7p[m],0.0,-30.523459482496,-0.0,-1.2398404715232902,-inf,inf,-24.851680955218274,-0.0,0.0,-inf,inf,-24.25836626894587,-0.0,0.0,-inf,inf,-24.69961541192179,-0.0
4ABUTtm,4 aminobutanoate mitochondrial transport via diffusion,4abut[c] <=> 4abut[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
4ABZtm,4 Aminobenzoate mitochondrial transport via diffusion,4abz[c] <=> 4abz[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
4H2OGLTtm,4 hydroxy 2 oxoglutarate mitochondrial transport via diffusion,4h2oglt[c] <=> 4h2oglt[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
AABTN,4 acetamidobutyrate deacetylase,4aabutn[c] + h2o[c] --> 4abut[c] + ac[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACACT1m,acetyl CoA C acetyltransferase mitochondrial,2.0 accoa[m] <=> aacoa[m] + coa[m],0.0,0.0,-0.0,0.0,-841.6461732876755,841.6461732876755,0.0,-0.0,0.0,-1630.181260939201,1630.181260939201,0.0,-0.0,0.0,-1720.076824244208,1720.076824244208,0.0,-0.0
ABUTt2,4 aminobutyrate transport in via proton symport,4abut[e] + h[e] --> 4abut[c] + h[c],0.0,0.0,-0.0,0.0,0.0,199.30522180167296,0.0,-0.0,0.0,0.0,271.80845664941086,0.0,-0.0,0.0,0.0,312.80136019512116,0.0,-0.0
ABUTDm,Aminobutyraldehyde dehydrogenase mitochondrial,4abutn[m] + h2o[m] + nad[m] --> 4abut[m] + 2.0 h[m] + nadh[m],0.0,0.0,-0.0,0.0,0.0,2.2314070634284,0.0,-0.0,0.0,0.0,2.845285568374375,0.0,-0.0,0.0,0.0,6.447808164698587,0.0,-0.0
ABTt,L arabinitol transport via passive diffusion,abt[e] <=> abt[c],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ABTA,4 aminobutyrate transaminase,4abut[c] + akg[c] --> glu_L[c] + sucsal[c],0.0,0.0,88.889011175326,0.0,0.0,524.2792323118817,0.0,7.444587405768176,0.0,0.0,968.4013116831843,0.0,7.61925942538721,0.0,0.0,865.1635929709669,0.0,19.365704358337915
AASAD1,L aminoadipate semialdehyde dehydrogenase NADPH ,L2aadp[c] + atp[c] + h[c] + nadph[c] --> L2aadp6sa[c] + amp[c] + nadp[c] + ppi[c],0.0,0.0,15.06978342042,2.7058895484003886,0.0,1693.942243923532,0.0,5.1230150817224915,2.6681676227005315,0.0,2861.018323870092,0.0,5.181239088378332,2.6894135911170807,0.0,2448.348490026189,0.0,7.670227989430825
8AONNt2,8 Amino 7 oxononanoate reversible transport via proton symport,8aonn[e] + h[e] <=> 8aonn[c] + h[c],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
4H2OGLTtp,4 hydroxy 2 oxoglutarate peroxisomal transport via diffusion,4h2oglt[c] <=> 4h2oglt[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
5MTHFtm,5 Methyltetrahydrofolate mitochondrial transport via diffusion,5mthf[c] <=> 5mthf[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
5AOPtm,5 Aminolevulinate mitochondrial transport,5aop[c] <=> 5aop[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
5AOPt2,5 Aminolevulinate transport in via proton symport,5aop[e] + h[e] --> 5aop[c] + h[c],0.0,0.0,-0.0,0.0,0.0,2.0285518758439998,0.0,-0.0,0.0,0.0,2.6779158290582354,0.0,-0.0,0.0,0.0,7.770435480534195,0.0,-0.0
4HTHRS,4 Hydroxy L threonine synthase,h2o[c] + phthr[c] --> 4hthr[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,1854.096414521416,0.0,-0.0,0.0,0.0,3120.106680331476,0.0,-0.0,0.0,0.0,2969.298324050939,0.0,-0.0
4HPRO_LTtm,trans 4 hydroxy L proline mitochondrial transport via diffusion,4hpro_LT[c] <=> 4hpro_LT[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
4HBZtm,4 Hydroxybenzoate mitochondrial transport,4hbz[c] <=> 4hbz[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ADPT,adenine phosphoribosyltransferase,ade[c] + prpp[c] --> amp[c] + ppi[c],0.0,0.0,149.083569270385,0.0,0.0,4303.978514978215,0.0,100.68277755218413,0.0,0.0,7628.880087768964,0.0,106.51870435627367,0.0,0.0,7782.339126376716,0.0,108.60889806667079
AHCYStm,S adenosyl L homocysteine reversible transport mitochondrial,ahcys[c] <=> ahcys[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
AHCYStn,S adenosyl L homocysteine nuclear transport,ahcys[c] <=> ahcys[n],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
APRAUR,5 amino 6 5 phosphoribosylamino uracil reductase,5apru[c] + h[c] + nadph[c] --> 5aprbu[c] + nadp[c],0.0,0.0,-0.0,0.0,0.0,61.05941146290439,0.0,-0.0,0.0,0.0,176.2403354998951,0.0,-0.0,0.0,0.0,147.47294571567025,0.0,-0.0
ASNTRSm,asparaginyl tRNA synthetase miotchondrial,asn_L[m] + atp[m] + trnaasn[m] --> amp[m] + asntrna[m] + ppi[m],0.0,0.0,-0.0,0.0,0.0,302.55851228213254,0.0,-0.0,0.0,0.0,549.6422239142029,0.0,-0.0,0.0,0.0,544.5917972953114,0.0,-0.0
ASNTRS,Asparaginyl tRNA synthetase,asn_L[c] + atp[c] + trnaasn[c] --> amp[c] + asntrna[c] + ppi[c],0.0,0.0,-0.0,0.0,0.0,302.55851228213254,0.0,-0.0,0.0,0.0,549.6422239142029,0.0,-0.0,0.0,0.0,544.5917972953114,0.0,-0.0
ARMT,hnRNP arginine N methyltransferase,amet[c] + his_L[c] --> NPmehis[c] + ahcys[c] + h[c],0.0,0.0,-0.0,0.0,0.0,2253.0111409061383,0.0,-0.0,0.0,0.0,3566.481775087621,0.0,-0.0,0.0,0.0,3209.8511671185406,0.0,-0.0
ARGt2r,L arganine reversible transport via proton symport,arg_L[e] + h[e] <=> arg_L[c] + h[c],0.0,-13.805810933206,-0.0,0.0,-4761.011252605867,4761.011252605867,-3.7222937028688743,-0.0,0.0,-7668.04460676894,7668.04460676894,-3.809629712852606,-0.0,0.0,-10832.152388279148,10832.152388279148,-6.382986955864061,-0.0
ARGt2m,arginine mitochondrial transport via proton symport,arg_L[c] + h[c] <=> arg_L[m] + h[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ARGTRSm,Arginyl tRNA synthetase mitochondrial,arg_L[m] + atp[m] + trnaarg[m] --> amp[m] + argtrna[m] + ppi[m],0.0,0.0,-0.0,0.0,0.0,2618.454761339435,0.0,-0.0,0.0,0.0,4243.827110100038,0.0,-0.0,0.0,0.0,4013.5125899031514,0.0,-0.0
ARGTRS,Arginyl tRNA synthetase,arg_L[c] + atp[c] + trnaarg[c] --> amp[c] + argtrna[c] + ppi[c],0.0,0.0,-0.0,0.0,0.0,2618.454761339435,0.0,-0.0,0.0,0.0,4243.827110100038,0.0,-0.0,0.0,0.0,4013.5125899031514,0.0,-0.0
biomass_N,biomass yarrowia nitrogen limiting,0.257113988 13BDglcn[c] + 0.09496 ala_L[c] + 0.001432042 amp[c] + 0.018065337 arg_L[c] + 0.026287726 asn_L[c] + 0.026287726 asp_L[c] + 20.31 atp[c] + 0.236682322 chitin[c] + 0.001478116 cmp[c] + 0.000519556 cys_L[c] + 0.016513908 damp[c] + 0.017106666 dcmp[c] + 0.015134716 dgmp[c] + 0.016975477 dtmp[c] + 0.060650767 ergst[c] + 0.032192196 gln_L[c] + 0.032192196 glu_L[c] + 0.082618568 gly[c] + 0.001315238 gmp[c] + 20.31 h2o[c] + 0.007031076 his_L[c] + 0.013733758 ile_L[c] + 0.02888825 leu_L[c] + 0.031527805 lys_L[c] + 0.064278269 mannan[c] + 0.002859543 met_L[c] + 8.468939e-05 pa_SC[c] + 0.00057788053 pc_SC[c] + 0.00057788053 pe_SC[c] + 0.012013414 phe_L[c] + 0.028688078 pro_L[c] + 0.00010959803 ps_SC[c] + 0.00012553956 ptd1ino_SC[c] + 0.046748124 ser_L[c] + 0.02 so4[c] + 0.031790673 thr_L[c] + 0.001869797 tre[c] + 0.00038910587 triglyc_SC[c] + 0.000287711 trp_L[c] + 0.006237863 tyr_L[c] + 0.001533699 ump[c] + 0.025946327 val_L[c] + 0.003484382 zymst[c] --> 20.31 adp[c] + 20.31 h[c] + 20.31 pi[c],0.0,0.0,3.340561246741,0.0,0.0,inf,0.0,0.7699178028744633,0.0,0.0,inf,0.0,0.3189681467715632,0.0,0.0,inf,0.0,0.5729547073241823
biomass_C,biomass yarrowia carbon limiting,0.943396927 13BDglcn[c] + 0.567938715 ala_L[c] + 0.055401294 amp[c] + 0.125562993 arg_L[c] + 0.186498253 asn_L[c] + 0.186531036 asp_L[c] + 23.09 atp[c] + 0.868358429 chitin[c] + 0.057210293 cmp[c] + 0.003631558 cys_L[c] + 0.010069587 damp[c] + 0.010436325 dcmp[c] + 0.009226307 dgmp[c] + 0.010353045 dtmp[c] + 0.035250723 ergst[c] + 0.24386559 gln_L[c] + 0.243904342 glu_L[c] + 0.509942819 gly[c] + 0.050870974 gmp[c] + 23.09 h2o[c] + 0.053881088 his_L[c] + 0.090566203 ile_L[c] + 0.194549622 leu_L[c] + 0.275004895 lys_L[c] + 0.235849232 mannan[c] + 0.04423181 met_L[c] + 5.8e-05 pa_SC[c] + 0.000346485 pc_SC[c] + 0.000236765 pe_SC[c] + 0.082570645 phe_L[c] + 0.206371817 pro_L[c] + 3.5e-05 ps_SC[c] + 7.5e-05 ptd1ino_SC[c] + 0.284698809 ser_L[c] + 0.02 so4[c] + 0.210543282 thr_L[c] + 0.006859892 tre[c] + 0.000234034 triglyc_SC[c] + 0.002154449 trp_L[c] + 0.04128234 tyr_L[c] + 0.059363404 ump[c] + 0.17277308 val_L[c] + 0.003029289 zymst[c] --> 23.09 adp[c] + biomass[c] + 23.09 h[c] + 23.09 pi[c],0.0,0.0,1.973498053901,0.0,0.0,inf,0.0,0.20983387910574355,0.0,0.0,inf,0.0,0.08693177804629451,0.0,0.0,inf,0.0,0.15615343396669848
ARGN,arginase,arg_L[c] + h2o[c] --> orn[c] + urea[c],0.0,0.0,55.908738355828,0.0,0.0,332.6825076384159,0.0,37.816696695283724,0.0,0.0,587.4677849996503,0.0,39.38200739348105,0.0,0.0,775.7209207375839,0.0,41.625880181443996
ARAB_Lt,L arabinoase extracellular transport,arab_L[e] <=> arab_L[c],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ARAB_Dt,D arabinose reversible transport,arab_D[e] <=> arab_D[c],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ARABR,arabinose reductase,arab_L[c] + h[c] + nadph[c] --> abt[c] + nadp[c],0.0,0.0,-0.0,0.0,0.0,1997.7178873311711,0.0,-0.0,0.0,0.0,3636.274956382451,0.0,-0.0,0.0,0.0,3478.0138554042096,0.0,-0.0
ARAB1D2,D arabinose 1 dehydrogenase NADP ,arab_D[c] + nadp[c] --> Dara14lac[c] + h[c] + nadph[c],0.0,0.0,-0.0,0.0,0.0,33.5725335452182,0.0,-0.0,0.0,0.0,71.29950894867551,0.0,-0.0,0.0,0.0,34.0576533827669,0.0,-0.0
ARAB1D1,D arabinose 1 dehydrogenase NAD ,arab_D[c] + nad[c] --> Dara14lac[c] + h[c] + nadh[c],0.0,0.0,-0.0,0.0,0.0,444.86142637258916,0.0,-0.0,0.0,0.0,761.1975744098033,0.0,-0.0,0.0,0.0,751.2523153946252,0.0,-0.0
ASNt2m,asparagine mitochondrial transport via proton transport,asn_L[c] + h[c] <=> asn_L[m] + h[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ASNt2r,L asparagine reversible transport via proton symport,asn_L[e] + h[e] <=> asn_L[c] + h[c],0.0,-25.544509765966,-0.0,0.0,-9644.749893700297,9644.749893700297,-7.444587405788462,-0.0,0.0,-13316.94067842797,13316.94067842797,-7.619259425521106,-0.0,0.0,-23766.290238250032,23766.290238250032,-12.132989149634113,-0.0
ASP1DC,aspartate 1 decarboxylase,asp_L[c] + h[c] --> ala_B[c] + co2[c],0.0,0.0,9.696983382814,0.0,0.0,inf,0.0,2.4815291352594397,0.0,0.0,inf,0.0,2.5397531418403685,0.0,0.0,inf,0.0,3.989366847410905
ATPATF1,ATP adenylyltransferase,adp[c] + atp[c] + h[c] --> ap4a[c] + pi[c],0.0,0.0,296.316313285965,0.0,0.0,348.3023570824148,0.0,199.5147298479909,0.0,0.0,731.0710213328982,0.0,211.18658345789189,0.0,0.0,737.3647285783513,0.0,215.36697087594624
ATPtp_H,ADPATP transporter peroxisomal YL,adp[x] + atp[c] + h[x] --> adp[c] + atp[x] + h[c],0.0,0.0,12.975887772726,0.0,0.0,2125.3138003217587,0.0,10.724077094165274,0.0,0.0,4040.807616309561,0.0,10.478087428626926,0.0,0.0,3776.927628783057,0.0,10.707916399758986
ATPS3v,ATP synthase vacuole,adp[v] + 3.0 h[c] + pi[v] --> atp[v] + h2o[v] + 2.0 h[v],0.0,0.0,-0.0,0.0,0.0,1063.3668933174247,0.0,-0.0,0.0,0.0,2031.5338958193038,0.0,-0.0,0.0,0.0,1917.8096079616312,0.0,-0.0
ATPS3g,ATP synthase Golgi Apparatus,adp[g] + 3.0 h[c] + pi[g] --> atp[g] + h2o[g] + 2.0 h[g],0.0,0.0,-0.0,0.0,0.0,1063.3668933174247,0.0,-0.0,0.0,0.0,2031.5338958193038,0.0,-0.0,0.0,0.0,1917.8096079616312,0.0,-0.0
ATPM,ATP maintenance requirement,atp[c] + h2o[c] --> adp[c] + h[c] + pi[c],0.0,0.0,296.316313286486,0.0,0.0,inf,0.0,199.51472984937035,0.0,0.0,inf,0.0,211.18658345899655,0.0,0.0,inf,0.0,215.36697087629344
ATPATF3,ATP adenylyltransferase,gdp[c] + gtp[c] + h[c] --> gp4g[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,348.3023570824148,0.0,-0.0,0.0,0.0,731.0710213328982,0.0,-0.0,0.0,0.0,737.3647285783513,0.0,-0.0
ATPATF2,ATP adenylyltransferase,adp[c] + gtp[c] + h[c] --> ap4g[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,348.3023570824148,0.0,-0.0,0.0,0.0,731.0710213328982,0.0,-0.0,0.0,0.0,737.3647285783513,0.0,-0.0
ATP2tp_H,AMPATP transporter peroxisomal,amp[x] + atp[c] + h[x] --> amp[c] + atp[x] + h[c],0.0,0.0,-0.0,0.0,0.0,2125.3138003217587,0.0,-0.0,0.0,0.0,4040.807616309561,0.0,-0.0,0.0,0.0,3776.927628783057,0.0,-0.0
ICDHxm,Isocitrate dehydrogenase NAD ,icit[m] + nad[m] --> akg[m] + co2[m] + nadh[m],0.0,0.0,92.921085307498,0.0,0.0,3957.0961442088906,0.0,17.95952795473527,0.0,0.0,6417.4579145987445,0.0,18.134199974469876,0.0,0.0,6056.806464454686,0.0,29.880644907396725
ASPt2r,L aspartate reversible transport via proton symport,asp_L[e] + h[e] <=> asp_L[c] + h[c],0.0,-33.903650743054,-0.0,0.0,-9644.749893700297,9644.749893700297,-7.444587405747891,-0.0,0.0,-13316.94067842797,13316.94067842797,-7.619259424399728,-0.0,0.0,-23766.290238250032,23766.290238250032,-14.067767303893923,-0.0
ATPCitL,ATP Citrate Lyase YL,atp[c] + cit[c] + coa[c] --> accoa[c] + adp[c] + oaa[c] + pi[c],0.0,0.0,254.404933523699,10.791550019451135,0.0,15828.080294054185,0.0,195.37251182334737,2.442154760294643,0.0,27084.94280431294,0.0,190.6556100033556,2.4616010434586544,0.0,26664.166687245848,0.0,194.3531909313447
ASPTRSm,Aspartyl tRNA synthetase mitochondrial,asp_L[m] + atp[m] + trnaasp[m] --> amp[m] + asptrna[m] + ppi[m],0.0,0.0,-0.0,0.0,0.0,192.0024350486346,0.0,-0.0,0.0,0.0,315.15721913229106,0.0,-0.0,0.0,0.0,393.9776117045316,0.0,-0.0
ASPTRS,Aspartyl tRNA synthetase,asp_L[c] + atp[c] + trnaasp[c] --> amp[c] + asptrna[c] + ppi[c],0.0,0.0,-0.0,0.0,0.0,1677.9166841043645,0.0,-0.0,0.0,0.0,2976.1687045195963,0.0,-0.0,0.0,0.0,2923.3370248256515,0.0,-0.0
ASPTAp,aspartate transaminase peroxisomal,akg[x] + asp_L[x] <=> glu_L[x] + oaa[x],0.0,0.0,16.672928423051,0.0,-6463.879124783113,6463.879124783113,0.0,13.349480580426036,0.0,-9888.37156853685,9888.37156853685,0.0,12.821503416802882,0.0,-13777.478092230567,13777.478092230567,0.0,13.192905352728413
ASPGLUtp,aspartate glutamate peroxisomal shuttle,asp_L[c] + glu_L[x] <=> asp_L[x] + glu_L[c],0.0,0.0,16.672928423012,0.0,-inf,inf,0.0,13.34948058069989,0.0,-inf,inf,0.0,12.821503417221306,0.0,-inf,inf,0.0,13.192905352629216
APRTO2,N acetylputrescine oxygen oxireductase deaminating ,aprut[c] + h2o[c] + o2[c] --> h2o2[c] + n4abutn[c] + nh4[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
AP4AHr,Ap4A hydrolase reversible,ap4a[c] + h2o[c] <=> 2.0 adp[c] + 2.0 h[c],0.0,0.0,296.316313285889,0.0,-2196.515971163883,2196.515971163883,0.0,199.51472984777791,0.0,-3363.462281297144,3363.462281297144,0.0,211.18658346346533,0.0,-3596.0583433425377,3596.0583433425377,0.0,215.3669708769713
AHMMPS,4 amino 5 hydroxymethyl 2 methylpyrimidine synthetase,air[c] + 2.0 h[c] --> 4ahmmp[c] + gcald[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
AMPN,AMP nucleosidase,amp[c] + h2o[c] --> ade[c] + r5p[c],0.0,0.0,296.316313285976,0.0,0.0,239.06483856821538,0.0,199.5147298477881,0.0,0.0,420.93489438009135,0.0,211.18658351739185,0.0,0.0,395.30023902036726,0.0,215.36697087695475
ALDD20y,aldehyde dehydrogenase indole 3 acetaldehyde NADP ,h2o[c] + id3acald[c] + nadp[c] --> 2.0 h[c] + ind3ac[c] + nadph[c],0.0,0.0,-0.0,0.0,0.0,2.2314070634284,0.0,-0.0,0.0,0.0,2.845285568374375,0.0,-0.0,0.0,0.0,6.447808164698587,0.0,-0.0
ALDD20xm,aldehyde dehydrogenase indole 3 acetaldehyde NAD mitochondrial,h2o[m] + id3acald[m] + nad[m] --> 2.0 h[m] + ind3ac[m] + nadh[m],0.0,0.0,-0.0,0.0,0.0,2.2314070634284,0.0,-0.0,0.0,0.0,2.845285568374375,0.0,-0.0,0.0,0.0,6.447808164698587,0.0,-0.0
ALDD19x,aldehyde dehydrogenase phenylacetaldehyde NAD ,h2o[c] + nad[c] + pacald[c] --> 2.0 h[c] + nadh[c] + pac[c],0.0,0.0,-0.0,0.0,0.0,574.4858912390208,0.0,-0.0,0.0,0.0,968.2339419438681,0.0,-0.0,0.0,0.0,967.6672099482265,0.0,-0.0
ALCD2x,alcohol dehydrogenase ethanol ,etoh[c] + nad[c] <=> acald[c] + h[c] + nadh[c],0.0,-137.015808981529,-0.0,-2.146778961775904,-371.6307036546208,371.6307036546208,-21.0936449003304,-0.0,-2.1168514148059625,-557.6759714013775,557.6759714013775,-21.17640357332354,-0.0,-2.133707386696738,-895.7493496496653,895.7493496496653,-29.560552401968952,-0.0
ALCD2m,alcohol dehydrogenase ethanol mitochondrial,etoh[m] + nad[m] <=> acald[m] + h[m] + nadh[m],0.0,0.0,137.015808981528,2.146778961775904,-371.6307036546208,371.6307036546208,0.0,4.4628141268568,2.1168514148059625,-557.6759714013775,557.6759714013775,0.0,5.69057113674875,2.133707386696738,-895.7493496496653,895.7493496496653,0.0,12.895616329397175
ALCD19y,alcohol dehydrogenase glycerol NADP ,glyald[c] + h[c] + nadph[c] --> glyc[c] + nadp[c],0.0,0.0,-0.0,0.0,0.0,3919.6693620995693,0.0,-0.0,0.0,0.0,7509.37809389724,0.0,-0.0,0.0,0.0,6719.112092859366,0.0,-0.0
ALAt2r,L alanine reversible transport via proton symport,ala_L[e] + h[e] <=> ala_L[c] + h[c],0.0,-36.501948362082,-0.0,0.0,-9842.026563626127,9842.026563626127,-7.444587405869603,-0.0,0.0,-13586.071219248324,13586.071219248324,-7.619259425588054,-0.0,0.0,-24071.321162964625,24071.321162964625,-14.645894726928978,-0.0
ALATRS,Alanyl tRNA synthetase,ala_L[c] + atp[c] + trnaala[c] --> alatrna[c] + amp[c] + ppi[c],0.0,0.0,-0.0,0.0,0.0,2207.673006481025,0.0,-0.0,0.0,0.0,3884.3169100489704,0.0,-0.0,0.0,0.0,3463.795611758977,0.0,-0.0
ALATA_Lm,L alanine transaminase mitochondrial,akg[m] + ala_L[m] <=> glu_L[m] + pyr[m],0.0,0.0,-0.0,0.0,-1548.3936468317252,1548.3936468317252,0.0,-0.0,0.0,-2498.830207989966,2498.830207989966,0.0,-0.0,0.0,-3585.146667986894,3585.146667986894,0.0,-0.0
ALASm,5 aminolevulinate synthase,gly[m] + h[m] + succoa[m] --> 5aop[m] + co2[m] + coa[m],0.0,0.0,-0.0,0.0,0.0,1608.134499575331,0.0,-0.0,0.0,0.0,3158.7690901135047,0.0,-0.0,0.0,0.0,2654.5130228820644,0.0,-0.0
AKP1,alkaline phosphatase Dihydroneopterin ,ahdt[c] + 3.0 h2o[c] --> dhnpt[c] + 2.0 h[c] + 3.0 pi[c],0.0,0.0,-0.0,0.0,0.0,577.7315742403712,0.0,-0.0,0.0,0.0,907.8134660507418,0.0,-0.0,0.0,0.0,955.9288925201854,0.0,-0.0
AKGt2r,2 oxoglutarate reversible transport via symport,akg[e] + h[e] --> akg[c] + h[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
AKGt2n,2 oxoglutarate nuclear transport via proton symport,akg[c] + h[c] <=> akg[n] + h[n],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
AKGMAL,alpha ketoglutaratemalate transporter,akg[e] + mal_L[c] --> akg[c] + mal_L[e],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
AHSERL,O acetylhomoserine thiol lyase,achms[c] + ch4s[c] --> ac[c] + h[c] + met_L[c],0.0,0.0,-0.0,0.0,0.0,7800.390528182932,0.0,-0.0,0.0,0.0,15853.094338285438,0.0,-0.0,0.0,0.0,12746.49009953671,0.0,-0.0
ALDD20ym,aldehyde dehydrogenase indole 3 acetaldehyde NADP mitochondrial,h2o[m] + id3acald[m] + nadp[m] --> 2.0 h[m] + ind3ac[m] + nadph[m],0.0,0.0,-0.0,0.0,0.0,2.2314070634284,0.0,-0.0,0.0,0.0,2.845285568374375,0.0,-0.0,0.0,0.0,6.447808164698587,0.0,-0.0
ALDD2xm,aldehyde dehydrogenase acetylaldehyde NAD mitochondrial,acald[m] + h2o[m] + nad[m] --> ac[m] + 2.0 h[m] + nadh[m],0.0,0.0,136.27674382692,0.0,0.0,2.2314070634284,0.0,2.2314070634284,0.0,0.0,2.845285568374375,0.0,2.845285568374375,0.0,0.0,6.447808164698587,0.0,6.447808164698587
ALDD2y,aldehyde dehydrogenase acetaldehyde NADP ,acald[c] + h2o[c] + nad[c] --> ac[c] + 2.0 h[c] + nadh[c],0.0,0.0,142.471141273519,0.0,0.0,2.2314070634284,0.0,2.2314070634284,0.0,0.0,2.845285568374375,0.0,2.845285568374375,0.0,0.0,6.447808164698587,0.0,6.447808164698587
AMETt2,S adenosyl L methionine transport in via proton symport,amet[e] + h[e] --> amet[c] + h[c],0.0,0.0,-0.0,0.0,0.0,2278.3680393541886,0.0,-0.0,0.0,0.0,3579.871354232912,0.0,-0.0,0.0,0.0,6317.3640456743005,0.0,-0.0
AMPDA,Adenosine monophosphate deaminase,amp[c] + h2o[c] + h[c] --> imp[c] + nh4[c],0.0,0.0,225.359560821488,0.0,0.0,239.06483856821538,0.0,199.51472984761565,0.0,0.0,420.93489438009135,0.0,211.1865835172747,0.0,0.0,395.30023902036726,0.0,215.36697087614462
AMID3,amidase,h2o[c] + iad[c] --> ind3ac[c] + nh4[c],0.0,0.0,-0.0,0.0,0.0,1878.8447474067127,0.0,-0.0,0.0,0.0,3211.1558185194567,0.0,-0.0,0.0,0.0,2810.417717736187,0.0,-0.0
AMID2,amidase,h2o[c] + pad[c] --> nh4[c] + pac[c],0.0,0.0,-0.0,0.0,0.0,1878.8447474067127,0.0,-0.0,0.0,0.0,3211.1558185194567,0.0,-0.0,0.0,0.0,2810.417717736187,0.0,-0.0
