reaction_id,reaction_name,full_reaction,flux
3DSPHR,3 Dehydrosphinganine reductase,3dsphgn[c] + h[c] + nadph[c] --> nadp[c] + sphgn[c],0.0
ASPOcm,aspartate oxidase,asp_L[c] + fad[m] --> fadh2[m] + h[c] + iasp[c],0.0
MTHFD2,methylenetetrahydrofolate dehydrogenase NAD ,mlthf[c] + nad[c] --> methf[c] + nadh[c],0.0
MTHFDm,methylenetetrahydrofolate dehydrogenase NADP mitochondrial,mlthf[m] + nadp[m] <=> methf[m] + nadph[m],0.0
QULNS,quinolinate synthase,dhap[c] + iasp[c] --> 2.0 h2o[c] + pi[c] + quln[c],0.0
SPHPL,sphinganine phosphate lyase,sph1p[c] --> ethamp[c] + hxdcal[c],0.0
UGLT,UDPglucose hexose 1 phosphate uridylyltransferase,gal1p[c] + udpg[c] --> g1p[c] + udpgal[c],0.0
oxogludeh(e),oxoglutarate dehydrogenase YL,2oxoadp[c] + coa[c] + nad[c] <=> co2[c] + gtycoa[c] + h[c] + nadh[c],0.0
FACOAL60p,fatty acid CoA ligase hexanoate peroxisomal YL,atp[x] + coa[x] + hca[x] <=> amp[x] + h[x] + hcacoa[x] + ppi[x],0.0
FACOAL40p,fatty acid CoA ligase butanoate peroxisomal,atp[x] + buca[x] + coa[x] <=> amp[x] + bucacoa[x] + h[x] + ppi[x],0.0
FAO40p,fatty acid oxidation butanoyl CoA peroxisomal YL,bucacoa[x] + coa[x] + h2o[x] + nad[x] + o2[x] --> 2.0 accoa[x] + h2o2[x] + h[x] + nadh[x],0.0
2OMPH_5tn,2 Octaprenyl 6 methoxyprenol nuclear transport,2omph_5[c] <=> 2omph_5[n],0.0
2OMPH_5tm,2 Octaprenyl 6 methoxyprenol mitochondrial transport,2omph_5[c] <=> 2omph_5[m],0.0
2OHPH_5tn,2 Octaprenyl 6 hydroxyphenol nuclear transport,2ohph_5[c] <=> 2ohph_5[n],0.0
2DHPtm,2 Dehydropantoate mitochondrial transport,2dhp[c] <=> 2dhp[m],0.0
erythroseS,erythroseS,adp[c] + e4p[c] <=> atp[c] + erythrose[c],0.0
erythritolS,erythritolS,erythrose[c] + h[c] + nadh[c] <=> erythritol[c] + nad[c],0.0
erythritolT,erythritolT,erythritol[c] <=> erythritol[e],0.0
EX_eryth(e),EX_eryth(e),erythritol[e] --> ,0.0
EX_C16DC(e),Hexadecanedioate exchnage,C16DC[e] --> ,0.0
EX_C12DC(e),Dodecanedioate exchange,C12DC[e] --> ,0.0
EX_C10DC(e),Decanedioate exchange,C10DC[e] --> ,0.0
HACDDC10p,"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanedioyl-CoA), peroxisomal",hydroxy-C10DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C10DC-coa[x],0.0
ALDDHHD,Aldehyde dehydrogenase (hydroxy-hexadecanoate),h2o[c] + hdcaal[c] + nad[c] --> C16DC[c] + h[c] + nadh[c],0.0
DCAFAO,Fatty alcohol oxidase (decanoate),dcaol[c] + o2[c] --> dcaal[c] + h2o2[c],0.0
DCAH,decanoate hydroxylase,dca[c] + h[c] + nadph[c] + o2[c] --> dcaol[c] + h2o[c] + nadp[c],0.0
DCCOAL10,Dicarboxylic-acid--CoA ligase (decandioate),C10DC[x] + atp[x] + coa[x] <=> C10DC-coa[x] + amp[x] + ppi[x],0.0
DCCOAL12,Dicarboxylic-acid--CoA ligase (dodecandioate),C12DC[x] + atp[x] + coa[x] <=> C12DC-coa[x] + amp[x] + ppi[x],0.0
DCCOAL16,Dicarboxylic-acid--CoA ligase (hexadecandioate),C16DC[x] + atp[x] + coa[x] <=> C16DC-coa[x] + amp[x] + ppi[x],0.0
DDCAFAO,Fatty alcohol oxidase (dodecanoate),ddcaol[c] + o2[c] --> ddcaal[c] + h2o2[c],0.0
DDCAH,Dodecanoate hydroxylase,ddca[c] + h[c] + nadph[c] + o2[c] --> ddcaol[c] + h2o[c] + nadp[c],0.0
ECOAHDC10p,"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanedioyl-CoA), peroxisomal",2-ene-C10DC-coa[x] + h2o[x] <=> hydroxy-C10DC-coa[x],0.0
ECOAHDC12p,"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanedioyl-CoA), peroxisomal",2-ene-C12DC-coa[x] + h2o[x] <=> hydroxy-C12DC-coa[x],0.0
ECOAHDC14p,"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanedioyl-CoA), peroxisomal",2-ene-C14DC-coa[x] + h2o[x] <=> hydroxy-C14DC-coa[x],0.0
ECOAHDC16p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanedioyl-CoA), peroxisomal",2-ene-C16DC-coa[x] + h2o[x] <=> hydroxy-C16DC-coa[x],0.0
ECOAHDC6p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyadipoyl-CoA), peroxisomal",2-ene-C6DC-coa[x] + h2o[x] <=> hydroxy-C6DC-coa[x],0.0
ECOAHDC8p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanedioyl-CoA), peroxisomal",2-ene-C8DC-coa[x] + h2o[x] <=> hydroxy-C8DC-coa[x],0.0
HACDDC12p,"3-hydroxyacyl-CoA dehydrogenase (3-oxododecanedioyl-CoA), peroxisomal",hydroxy-C12DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C12DC-coa[x],0.0
EX_hedecane(e),Hexadecane exchange,hedecane[e] --> ,0.0
HACDDC14p,"3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanedioyl-CoA), peroxisomal",hydroxy-C14DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C14DC-coa[x],0.0
HACDDC16p,"3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanedioyl-CoA), peroxisomal",hydroxy-C16DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C16DC-coa[x],0.0
HACDDC6p,"3-hydroxyacyl-CoA dehydrogenase (3-oxoadipoyl-CoA), peroxisomal",hydroxy-C6DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C6DC-coa[x],0.0
HACDDC8p,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctanedioyl-CoA), peroxisomal",hydroxy-C8DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C8DC-coa[x],0.0
HDCAFAO,Fatty alcohol oxidase (hexadecanoate),hdcaol[c] + o2[c] --> h2o2[c] + hdcaal[c],0.0
HDCAH,Hexadecanoate hydroxylase,h[c] + hdca[c] + nadph[c] + o2[c] --> h2o[c] + hdcaol[c] + nadp[c],0.0
C10DCte,Decanedioate extracellular transport,C10DC[c] --> C10DC[e],0.0
C10DCtp,Decanedioate peroxisomal transport,C10DC[c] --> C10DC[x],0.0
C12DCte,Dodecanedioate extracellular transport,C12DC[c] --> C12DC[e],0.0
C12DCtp,Dodecanedioate peroxisomal transport,C12DC[c] --> C12DC[x],0.0
C16DCte,Hexadecanedioate extracellular transport,C16DC[c] --> C16DC[e],0.0
C16DCtp,Hexadecanedioate peroxisomal transport,C16DC[c] --> C16DC[x],0.0
EX_decane(e),Decane exchange,decane[e] --> ,0.0
EX_dodec(e),Dodecane exchange,dodec[e] --> ,0.0
XYLTD_D,xylitol dehydrogenase D xyulose forming ,nad[c] + xylt[c] --> h[c] + nadh[c] + xylu_D[c],0.0
XYLK,xylulokinase,atp[c] + xylu_D[c] --> adp[c] + h[c] + xu5p_D[c],0.0
RBFKm,riboflavin kinase mitochondrial,atp[m] + ribflv[m] --> adp[m] + fmn[m] + h[m],0.0
SPMDt2,spermidine transport in via proton symport,h[e] + spmd[e] --> h[c] + spmd[c],0.0
ACACT4p,acetyl CoA C acetyltransferase octanoyl CoA peroxisomal,3odcoa[x] + coa[x] --> accoa[x] + occoa[x],0.0
ACACT5p,acetyl CoA C acyltransferase decanoyl CoA peroxisomal,3oddcoa[x] + coa[x] --> accoa[x] + dcacoa[x],0.0
ACACT6p,acetyl CoA C acetyltransferase dodecanoyl peroxisomal,3otdcoa[x] + coa[x] --> accoa[x] + ddcacoa[x],0.0
SPRMti,spermine irreversible uniport,sprm[e] --> sprm[c],0.0
SPRMS,spermine synthase,ametam[c] + spmd[c] --> 5mta[c] + h[c] + sprm[c],0.0
SPMS,spermidine synthase,ametam[c] + ptrc[c] --> 5mta[c] + h[c] + spmd[c],0.0
SPMDAT1,Spermidine acetyltransferase,accoa[c] + spmd[c] --> N1aspmd[c] + coa[c] + h[c],0.0
SFGTH,S Formylglutathione hydralase,Sfglutth[c] + h2o[c] <=> for[c] + gthrd[c] + h[c],0.0
ACACT7p,acetyl CoA acyltransferase tetradecanoyl CoA peroxisomal,3ohdcoa[x] + coa[x] --> accoa[x] + tdcoa[x],0.0
ACACT8p,acetyl CoA acyltransferase hexadecanoyl CoA peroxisomal,3ohodcoa[x] + coa[x] --> accoa[x] + pmtcoa[x],0.0
SLCBK2,sphingolipid long chain base kinase phytosphingosine ,atp[c] + psphings[c] --> adp[c] + h[c] + psph1p[c],0.0
SLCBK1,sphingolipid long chain base kinase sphinganine ,atp[c] + sphgn[c] --> adp[c] + h[c] + sph1p[c],0.0
SHSL4r,O succinylhomoserine lyase elimination reversible,h2o[c] + suchms[c] <=> 2obut[c] + h[c] + nh4[c] + succ[c],0.0
SHSL1,O succinylhomoserine lyase L cysteine ,cys_L[c] + suchms[c] --> cyst_L[c] + h[c] + succ[c],0.0
SRB_Lt,L sorbose reversible transport,srb_L[e] <=> srb_L[c],0.0
SSALy,succinate semialdehyde dehydrogenase NADP ,h2o[c] + nadp[c] + sucsal[c] --> 2.0 h[c] + nadph[c] + succ[c],0.0
SUCCt2r,succinate transport via proton symport,h[e] + succ[e] <=> h[c] + succ[c],0.0
SUCCtm,succinate transport mitochondrial,pi[m] + succ[c] --> pi[c] + succ[m],0.0
SUCD1m,succinate dehydrogenase,fad[m] + succ[m] --> fadh2[m] + fum[m],0.0
SUCD2_u6m,succinate dehydrogenase ubiquinone 6 mitochondrial,q6[m] + succ[m] --> fum[m] + q6h2[m],0.0
SUCD3_u6m,succinate dehydrogenase ubiquinone 6 mitochondrial,fadh2[m] + q6[m] <=> fad[m] + q6h2[m],0.0
SUCFUMtm,succinate fumarate transport mitochondrial,fum[m] + succ[c] --> fum[c] + succ[m],0.0
SUCOASm,Succinate CoA ligase ADP forming ,atp[m] + coa[m] + succ[m] <=> adp[m] + pi[m] + succoa[m],0.0
ABUTt2,4 aminobutyrate transport in via proton symport,4abut[e] + h[e] --> 4abut[c] + h[c],0.0
THFATm,tetrahydrofolate aminomethyltransferase mitochondrial,h2o[m] + methf[m] --> 5fthf[m] + h[m],0.0
THFGLUS,TetrahydrofolateL glutamate gamma ligase ADP forming ,atp[c] + glu_L[c] + thf[c] <=> adp[c] + h[c] + pi[c] + thfglu[c],0.0
ABUTDm,Aminobutyraldehyde dehydrogenase mitochondrial,4abutn[m] + h2o[m] + nad[m] --> 4abut[m] + 2.0 h[m] + nadh[m],0.0
THMDPe,thiamin diphosphatase extracellular,2.0 h2o[e] + thmpp[e] --> h[e] + 2.0 pi[e] + thm[e],0.0
THMDt2,thymidine transport in via proton symport,h[e] + thymd[e] --> h[c] + thymd[c],0.0
THMP,thiamin phosphatase,h2o[c] + thmmp[c] --> pi[c] + thm[c],0.0
THMPe,thiamin phosphatase extracellular,h2o[e] + thmmp[e] --> pi[e] + thm[e],0.0
ACACT9p,acetyl CoA acyltransferase tetracosanoyl CoA peroxisomal,3ohxccoa[x] + coa[x] --> accoa[x] + ttccoa[x],0.0
SERt2r,L serine reversible transport via proton symport,h[e] + ser_L[e] <=> h[c] + ser_L[c],0.0
XTSNt2,xanthosine transport in via proton symport,h[e] + xtsn[e] --> h[c] + xtsn[c],0.0
RNDR1n,ribonucleoside diphosphate reductase nuclear,adp[n] + trdrd[n] --> dadp[n] + h2o[n] + trdox[n],0.0
RNTR3,ribonucleoside triphosphate reductase CTP ,ctp[c] + trdrd[c] --> dctp[c] + h2o[c] + trdox[c],0.0
RNTR2,ribonucleoside triphosphate reductase GTP ,gtp[c] + trdrd[c] --> dgtp[c] + h2o[c] + trdox[c],0.0
ME2m,malic enzyme NADP mitochondrial,mal_L[m] + nadp[m] --> co2[m] + nadph[m] + pyr[m],0.0
RNDR3n,ribonucleoside diphosphate reductase CDP nuclear,cdp[n] + trdrd[n] --> dcdp[n] + h2o[n] + trdox[n],0.0
RNDR3,ribonucleoside diphosphate reductase CDP ,cdp[c] + trdrd[c] --> dcdp[c] + h2o[c] + trdox[c],0.0
RNDR2n,ribonucleoside diphosphate reductase GDP nuclear,gdp[n] + trdrd[n] --> dgdp[n] + h2o[n] + trdox[n],0.0
ACOATA,Acetyl CoA ACP transacylase,ACP[c] + accoa[c] <=> acACP[c] + coa[c],0.0
SERTRS,Seryl tRNA synthetase,atp[c] + ser_L[c] + trnaser[c] --> amp[c] + ppi[c] + sertrna[c],0.0
RIBt2,ribose transport in via proton symporter,h[e] + rib_D[e] --> h[c] + rib_D[c],0.0
RIBFLVtm,Riboflavin reversible mitochondrial transport,ribflv[c] <=> ribflv[m],0.0
RIBFLVt2,riboflavin transport in via proton symport,h[e] + ribflv[e] --> h[c] + ribflv[c],0.0
RBK,ribokinase,atp[c] + rib_D[c] --> adp[c] + h[c] + r5p[c],0.0
RBFSb,riboflavin synthase,2.0 dmlz[c] --> 4r5au[c] + ribflv[c],0.0
RBFSa,riboflavin synthase,4r5au[c] + db4p[c] --> dmlz[c] + 2.0 h2o[c] + pi[c],0.0
ACOAO9p,acyl CoA oxidase hexacanoyl CoA peroxisomal,hexccoa[x] + o2[x] --> h2o2[x] + hxc2coa[x],0.0
ACOAO8p,acyl CoA oxidase octadecanoyl CoA peroxisomal,o2[x] + stcoa[x] --> h2o2[x] + od2coa[x],0.0
ACOAO7p,acyl CoA oxidase hexadecanoyl CoA peroxisomal,o2[x] + pmtcoa[x] --> h2o2[x] + hdd2coa[x],0.0
ACOAO6p,acyl CpA oxidase tetradecanoyl CoA peroxisomal,o2[x] + tdcoa[x] --> h2o2[x] + td2coa[x],0.0
DDPA,3 deoxy D arabino heptulosonate 7 phosphate synthetase,e4p[c] + h2o[c] + pep[c] --> 2dda7p[c] + pi[c],0.0
SADT,sulfate adenylyltransferase,atp[c] + h[c] + so4[c] --> aps[c] + ppi[c],0.0
SAM24MT,S adenosyl methionine delta 24 sterol c methyltransferase,amet[c] + zymst[c] --> ahcys[c] + fecost[c] + h[c],0.0
SBPP1,sphingoid base phosphate phosphatase sphinganine 1 phosphatase ,h2o[c] + sph1p[c] --> pi[c] + sphgn[c],0.0
SBPP2,sphingoid base phosphate phosphatase phytosphingosine 1 phosphate ,h2o[c] + psph1p[c] --> pi[c] + psphings[c],0.0
ACOAO5p,acyl CoA oxidase dodecanoyl CoA peroxisomal,ddcacoa[x] + o2[x] --> dd2coa[x] + h2o2[x],0.0
SBTD_L,L sorbitol dehydrogenase L sorbose producing ,nad[c] + sbt_L[c] --> h[c] + nadh[c] + srb_L[c],0.0
ACOAO4p,acyl CoA oxidase decanoyl CoA peroxisomal,dcacoa[x] + o2[x] --> dc2coa[x] + h2o2[x],0.0
SBT_Dt,D sorbitol transport via passive diffusion,sbt_D[e] <=> sbt_D[c],0.0
SBT_Lt,L sorbitol transport via passive diffusion,sbt_L[e] <=> sbt_L[c],0.0
ACOAH,acetyl CoA hydrolase,accoa[c] + h2o[c] --> ac[c] + coa[c] + h[c],0.0
SERD_L,L serine deaminase,ser_L[c] --> nh4[c] + pyr[c],0.0
SERPT,serine C palmitoyltransferase,h[c] + pmtcoa[c] + ser_L[c] --> 3dsphgn[c] + co2[c] + coa[c],0.0
THMt2,Thiamine transport in via proton symport,h[e] + thm[e] --> h[c] + thm[c],0.0
ABTt,L arabinitol transport via passive diffusion,abt[e] <=> abt[c],0.0
THRD_L,L threonine deaminase,thr_L[c] --> 2obut[c] + nh4[c],0.0
4ABUTtm,4 aminobutanoate mitochondrial transport via diffusion,4abut[c] <=> 4abut[m],0.0
UPP3MT,uroporphyrinogen methyltransferase,2.0 amet[c] + uppg3[c] --> 2.0 ahcys[c] + dscl[c] + h[c],0.0
UMPtn,UMP nuclear transport,ump[c] <=> ump[n],0.0
UMPKn,UMP kinase nuclear,atp[n] + ump[n] <=> adp[n] + udp[n],0.0
4ABUTNtm,4 aminobutanal mitochondrial transport via diffusion,4abutn[c] <=> 4abutn[m],0.0
UGLYCHr,Ureidoglycolate hydrolase,h2o[c] + 2.0 h[c] + urdglyc[c] <=> co2[c] + glx[c] + 2.0 nh4[c],0.0
UDPG4E,UDPglucose 4 epimerase,udpg[c] <=> udpgal[c],0.0
TYRt2r,L tyrosine reversible transport via proton symport,h[e] + tyr_L[e] <=> h[c] + tyr_L[c],0.0
ABTA,4 aminobutyrate transaminase,4abut[c] + akg[c] --> glu_L[c] + sucsal[c],0.0
TYRt2p,tyrosine peroxisomal transport via proton symport,h[c] + tyr_L[c] <=> h[x] + tyr_L[x],0.0
4ABZtm,4 Aminobenzoate mitochondrial transport via diffusion,4abz[c] <=> 4abz[m],0.0
TYRTRSm,tyrosyl tRNA synthetase mitochondrial,atp[m] + trnatyr[m] + tyr_L[m] --> amp[m] + ppi[m] + tyrtrna[m],0.0
TYRTRS,tyrosyl tRNA synthetase,atp[c] + trnatyr[c] + tyr_L[c] --> amp[c] + ppi[c] + tyrtrna[c],0.0
TYRTAp,tyrosine transaminase peroxisomal,akg[x] + tyr_L[x] <=> 34hpp[x] + glu_L[x],0.0
4H2OGLTtm,4 hydroxy 2 oxoglutarate mitochondrial transport via diffusion,4h2oglt[c] <=> 4h2oglt[m],0.0
UPP3S,uroporphyrinogen III synthase,hmbil[c] --> h2o[c] + uppg3[c],0.0
UPPDC1,uroporphyrinogen decarboxylase uroporphyrinogen III ,4.0 h[c] + uppg3[c] --> 4.0 co2[c] + cpppg3[c],0.0
UPPRT,uracil phosphoribosyltransferase,prpp[c] + ura[c] --> ppi[c] + ump[c],0.0
URAt2,uracil transport in via proton symport,h[e] + ura[e] --> h[c] + ura[c],0.0
UREA2t2,urea reversible transport via proton symport 2 H ,2.0 h[e] + urea[e] <=> 2.0 h[c] + urea[c],0.0
UREASE,urea carboxylase,atp[c] + hco3[c] + urea[c] <=> adp[c] + allphn[c] + h[c] + pi[c],0.0
URIDK2rn,uridylate kinase dUMP nuclear,atp[n] + dump[n] <=> adp[n] + dudp[n],0.0
URIK1,uridine kinase ATPUridine ,atp[c] + uri[c] --> adp[c] + h[c] + ump[c],0.0
URIK2,uridine kinase GTPUridine ,gtp[c] + uri[c] --> gdp[c] + h[c] + ump[c],0.0
URIt2,uridine transport in via proton symport,h[e] + uri[e] --> h[c] + uri[c],0.0
3OPHB_5tm,3 Octaprenyl 4 hydroxybenzoate mitochondrial transport,3ophb_5[c] <=> 3ophb_5[m],0.0
VALTRS,Valyl tRNA synthetase,atp[c] + trnaval[c] + val_L[c] --> amp[c] + ppi[c] + valtrna[c],0.0
VALTRSm,valyl tRNA synthetase mitochondrial,atp[m] + trnaval[m] + val_L[m] --> amp[m] + ppi[m] + valtrna[m],0.0
VALt2m,Valine reversible mitochondrial transport via proton symport,h[c] + val_L[c] <=> h[m] + val_L[m],0.0
VALt2r,L valine reversible transport via proton symport,h[e] + val_L[e] <=> h[c] + val_L[c],0.0
XANt,xanthine reversible transport,xan[e] <=> xan[c],0.0
XPPT,xanthine phosphoribosyltransferase,prpp[c] + xan[c] --> ppi[c] + xmp[c],0.0
TYRTAi,tyrosine transaminase irreversible,34hpp[c] + glu_L[c] --> akg[c] + tyr_L[c],0.0
4H2OGLTtp,4 hydroxy 2 oxoglutarate peroxisomal transport via diffusion,4h2oglt[c] <=> 4h2oglt[x],0.0
TTDCAt,Tetradecanoate n C140 transport in via uniport,ttdca[e] --> ttdca[c],0.0
TMPKr,thiamine phosphate kinase,atp[c] + thmmp[c] <=> adp[c] + thmpp[c],0.0
THRTRS,Threonyl tRNA synthetase,atp[c] + thr_L[c] + trnathr[c] --> amp[c] + ppi[c] + thrtrna[c],0.0
THRTRSm,threonyl tRNA synthetase mitochondrial,atp[m] + thr_L[m] + trnathr[m] --> amp[m] + ppi[m] + thrtrna[m],0.0
AASAD1,L aminoadipate semialdehyde dehydrogenase NADPH ,L2aadp[c] + atp[c] + h[c] + nadph[c] --> L2aadp6sa[c] + amp[c] + nadp[c] + ppi[c],0.0
THRt2r,L threonine reversible transport via proton symport,h[e] + thr_L[e] <=> h[c] + thr_L[c],0.0
THYMt3r,thymine reversible transport via proton antiport,h[e] + thym[c] <=> h[c] + thym[e],0.0
THZPSN1_SC,thiazole phosphate synthesis xylulose 5 phosphate yeast specific,achms[c] + cys_L[c] + gly[c] + h[c] + xu5p_D[c] --> 4abut[c] + 4mpetz[c] + ac[c] + co2[c] + 3.0 h2o[c] + nh4[c] + pyr[c],0.0
THZPSN2_SC,thiazole phosphate synthesis ribose 5 phosphate yeast specifc,achms[c] + cys_L[c] + gly[c] + h[c] + r5p[c] --> 4abut[c] + 4mpetz[c] + ac[c] + co2[c] + 3.0 h2o[c] + nh4[c] + pyr[c],0.0
AABTN,4 acetamidobutyrate deacetylase,4aabutn[c] + h2o[c] --> 4abut[c] + ac[c],0.0
8AONNt2,8 Amino 7 oxononanoate reversible transport via proton symport,8aonn[e] + h[e] <=> 8aonn[c] + h[c],0.0
TMDK1,thymidine kinase ATPthymidine ,atp[c] + thymd[c] --> adp[c] + dtmp[c] + h[c],0.0
TMDPK,thiamine diphosphokinase,atp[c] + thm[c] --> amp[c] + h[c] + thmpp[c],0.0
TMDPP,thymidine phosphorylase,pi[c] + thymd[c] <=> 2dr1p[c] + thym[c],0.0
TMDPPK,thiamine diphosphate kinase,atp[c] + thmpp[c] --> adp[c] + thmtp[c],0.0
TMN,thiaminase,h2o[c] + thm[c] --> 4ahmmp[c] + 4mhetz[c] + h[c],0.0
TMPPP,thiamine phosphate diphosphorylase,2mahmp[c] + 4mpetz[c] + h[c] --> ppi[c] + thmmp[c],0.0
TRPt2r,L tryptophan reversible transport via proton symport,h[e] + trp_L[e] <=> h[c] + trp_L[c],0.0
5MTHFtm,5 Methyltetrahydrofolate mitochondrial transport via diffusion,5mthf[c] <=> 5mthf[m],0.0
5AOPtm,5 Aminolevulinate mitochondrial transport,5aop[c] <=> 5aop[m],0.0
TRDRm,thioredoxin reductase NADPH ,h[m] + nadph[m] + trdox[m] --> nadp[m] + trdrd[m],0.0
5AOPt2,5 Aminolevulinate transport in via proton symport,5aop[e] + h[e] --> 5aop[c] + h[c],0.0
4HTHRS,4 Hydroxy L threonine synthase,h2o[c] + phthr[c] --> 4hthr[c] + pi[c],0.0
TREH,alpha alpha trehalase,h2o[c] + tre[c] --> 2.0 glc_D[c],0.0
TREHv,alpha alpha trehalase vacuolar ,h2o[v] + tre[v] --> 2.0 glc_D[v],0.0
TREt2,trehalose transport in via proton symporter,h[e] + tre[e] --> h[c] + tre[c],0.0
TREt2v,trehalose vacuolar transport via proton symport,h[c] + tre[c] <=> h[v] + tre[v],0.0
4HPRO_LTtm,trans 4 hydroxy L proline mitochondrial transport via diffusion,4hpro_LT[c] <=> 4hpro_LT[m],0.0
4HBZtm,4 Hydroxybenzoate mitochondrial transport,4hbz[c] <=> 4hbz[m],0.0
TRPTRS,Tryptophanyl tRNA synthetase,atp[c] + trnatrp[c] + trp_L[c] --> amp[c] + ppi[c] + trptrna[c],0.0
TRPTRSm,Tryptophanyl tRNA synthetase mitochondrial,atp[m] + trnatrp[m] + trp_L[m] --> amp[m] + ppi[m] + trptrna[m],0.0
TRPt2m,tryptophan mitochondrial transport via proton symport,h[c] + trp_L[c] <=> h[m] + trp_L[m],0.0
MELIBt2,melibiose transport in via symport,h[e] + melib[e] --> h[c] + melib[c],0.0
CHOLK,Choline kinase,atp[c] + chol[c] --> adp[c] + cholp[c] + h[c],0.0
ME1m,malic enzyme NAD mitochondrial,mal_L[m] + nad[m] --> co2[m] + nadh[m] + pyr[m],0.0
EX_hdca(e),Hexadecanoate n C160 exchange,hdca[e] --> ,0.0
EX_fru(e),D Fructose exchange,fru[e] --> ,0.0
EX_fum(e),Fumarate exchange,fum[e] --> ,0.0
EX_gal(e),D Galactose exchange,gal[e] --> ,0.0
EX_gam6p(e),D Glucosamine 6 phosphate exchange,gam6p[e] --> ,0.0
EX_gcald(e),Glycolaldehyde exchange,gcald[e] --> ,0.0
EX_glc(e),D Glucose exchange,glc_D[e] <=> ,0.0
EX_gln_L(e),L Glutamine exchange,gln_L[e] --> ,0.0
EX_glu_L(e),L Glutamate exchange,glu_L[e] --> ,0.0
EX_gly(e),Glycine exchange,gly[e] --> ,0.0
EX_gsn(e),Guanosine exchange,gsn[e] --> ,0.0
EX_gthox(e),Oxidized glutathione exchange,gthox[e] --> ,0.0
EX_gua(e),Guanine exchange,gua[e] --> ,0.0
BTSr,biotin synthase,dtbt[c] + s[c] <=> btn[c] + 2.0 h[c],0.0
BTNt2i,Biotin uptake,btn[e] + h[e] --> btn[c] + h[c],0.0
EX_hca(e),Hexadecanoate n C60 exchange YL,hca[e] --> ,0.0
EX_mmet(e),S Methyl L methionine exchange,mmet[e] --> ,0.0
EX_hdcea(e),hexadecenoate n C161 exchange,hdcea[e] --> ,0.0
EX_his_L(e),L Histidine exchange,his_L[e] --> ,0.0
EX_hxan(e),Hypoxanthine exchange,hxan[e] --> ,0.0
EX_ile_L(e),L Isoleucine exchange,ile_L[e] --> ,0.0
EX_inost(e),myo Inositol exchange,inost[e] --> ,0.0
EX_ins(e),Inosine exchange,ins[e] --> ,0.0
EX_k(e),K exchange,k[e] --> ,0.0
EX_lac_L(e),L Lactate exchange,lac_L[e] --> ,0.0
EX_leu_L(e),L Leucine exchange,leu_L[e] --> ,0.0
EX_lys_L(e),L Lysine exchange,lys_L[e] --> ,0.0
EX_mal_L(e),L Malate exchange,mal_L[e] --> ,0.0
EX_malt(e),Maltose exchange,malt[e] --> ,0.0
EX_man(e),D Mannose exchange,man[e] --> ,0.0
EX_melib(e),Melibiose exchange,melib[e] --> ,0.0
C22STDS,C 22 sterol desaturase NADP ,ergtrol[c] + h[c] + nadph[c] + o2[c] --> ergtetrol[c] + 2.0 h2o[c] + nadp[c],0.0
EX_fmn(e),FMN exchange,fmn[e] --> ,0.0
EX_etoh(e),Ethanol exchange,etoh[e] --> ,0.0
EX_ergst(e),Ergosterol exchange,ergst[e] --> ,0.0
EX_abt(e),L Arabinitol exchange,abt[e] --> ,0.0
EX_ac(e),Acetate exchange,ac[e] --> ,0.0
EX_ade(e),Adenine exchange,ade[e] --> ,0.0
EX_adn(e),Adenosine exchange,adn[e] --> ,0.0
EX_akg(e),2 Oxoglutarate exchange,akg[e] --> ,0.0
EX_ala_L(e),L Alanine exchange,ala_L[e] --> ,0.0
EX_alltn(e),Allantoin exchange,alltn[e] --> ,0.0
EX_alltt(e),Allantoate exchange,alltt[e] --> ,0.0
EX_amet(e),S Adenosyl L methionine exchange,amet[e] --> ,0.0
EX_arab_D(e),D Arabinose exchange,arab_D[e] --> ,0.0
EX_arab_L(e),L Arabinose exchange,arab_L[e] --> ,0.0
EX_arg_L(e),L Arginine exchange,arg_L[e] --> ,0.0
EX_asn_L(e),L Asparagine exchange,asn_L[e] --> ,0.0
EX_asp_L(e),L Aspartate exchange,asp_L[e] --> ,0.0
EX_buca(e),butanoate exchange YL,buca[e] --> ,0.0
EX_btn(e),Biotin exchange,btn[e] --> ,0.0
EX_chol(e),Choline exchange,chol[e] --> ,0.0
EX_crn(e),L Carnitine exchange,crn[e] --> ,0.0
EX_csn(e),Cytosine exchange,csn[e] --> ,0.0
EX_cys_L(e),L Cysteine exchange,cys_L[e] --> ,0.0
EX_cytd(e),Cytidine exchange,cytd[e] --> ,0.0
